person,busco_top_5_visitas,visito_mas_que_el_promedio,siempre_incrementando,inc_ultimo_mes,mismo_interes_ultimos_dos_meses,ingreso_el_ultimo_mes,ingreso_ultima_quincena
8af64425,0.0,True,0,1,0,True,True
290a4ade,1.0,True,0,1,0,True,True
5ea8fd22,0.0,True,0,1,0,True,True
73f02c61,1.0,True,0,1,0,True,True
e6b2354d,0.0,True,0,1,0,True,True
b364ac0f,1.0,True,0,1,0,True,True
27c4deeb,0.0,True,0,1,0,True,True
575ad645,0.0,True,0,1,1,True,True
380c0e60,0.0,True,0,1,0,True,True
6b90483e,0.0,False,0,1,0,True,True
cd9179bb,1.0,True,0,1,0,True,True
1a8f3e6d,0.0,True,0,1,0,True,True
d95f3759,1.0,True,0,1,0,True,True
df151fff,1.0,False,0,1,0,True,True
68939997,0.0,True,0,1,0,True,True
a6c7358d,0.0,True,0,1,0,True,True
75aea7ed,0.0,True,0,1,0,True,True
57a26b97,0.0,True,0,1,0,True,True
68bee360,0.0,True,0,1,0,True,True
e6b78c34,0.0,True,0,1,0,True,True
e4d9f5e2,0.0,False,0,1,0,True,True
7363f782,0.0,True,0,1,0,True,True
5f5a1be2,0.0,True,0,1,0,True,True
2fa65383,0.0,False,0,1,0,True,True
f2ab91ec,1.0,True,0,1,0,True,True
f7e13865,0.0,True,0,1,0,True,True
f70a331b,0.0,True,0,1,0,True,True
49fffa02,1.0,False,0,1,0,True,True
69fe770b,1.0,True,0,1,0,True,True
73b5ddeb,0.0,True,0,1,0,True,True
26855b91,0.0,True,0,1,0,True,True
fadfa4be,0.0,True,0,1,0,True,True
85b68a3f,0.0,True,0,1,0,True,True
3aae4375,1.0,True,0,1,1,True,True
10206a98,0.0,False,0,1,0,True,True
66fe40df,0.0,True,0,1,0,True,True
2beddf66,0.0,True,0,1,0,True,True
b2194067,0.0,True,0,1,0,True,True
b3cab894,1.0,True,0,1,0,True,True
17b858f9,1.0,False,0,1,0,True,True
f75b14e8,1.0,True,0,1,0,True,True
67ec6a13,0.0,True,0,1,0,True,True
448ec8f9,0.0,False,0,1,0,True,True
83e7b706,0.0,True,0,1,1,True,True
7f198108,0.0,True,0,1,0,True,True
65db54a5,1.0,True,0,1,0,True,True
adaa9274,0.0,True,0,1,0,True,True
2466dcee,0.0,True,0,1,0,True,True
bbac557c,1.0,True,0,1,0,True,True
571a9f5c,1.0,False,0,1,0,True,True
13587a1e,1.0,True,0,1,0,True,True
feeb5b65,0.0,True,0,1,0,True,True
57d078f9,0.0,True,0,1,0,True,True
6791adff,0.0,True,0,1,0,True,True
2596d1cf,0.0,True,0,1,0,True,True
0b54d2aa,1.0,True,0,1,0,True,True
c0d67259,0.0,False,0,1,0,True,True
2fca45c7,0.0,True,0,1,0,True,True
eb39eec0,0.0,True,0,0,1,True,True
3d52f0ca,0.0,True,0,1,0,True,True
ee7d1909,1.0,True,0,1,0,True,True
9474919f,0.0,False,0,1,0,True,True
b87bf3c0,1.0,True,0,1,0,True,True
229a0726,1.0,False,0,1,0,True,True
e28fa553,0.0,True,0,1,0,True,True
e2d69e04,0.0,True,0,1,0,True,True
f99328eb,0.0,True,0,1,0,True,True
7a98e5bb,0.0,False,0,1,0,True,True
99a29f1c,1.0,True,0,1,0,True,True
6f4de109,0.0,True,0,1,0,True,True
ad8cebac,0.0,True,0,1,0,True,True
60d720a3,0.0,False,0,1,0,True,True
8f6d708a,1.0,True,0,1,0,True,True
8d8b76a6,1.0,False,0,1,0,True,True
4157ce5c,0.0,True,0,1,0,True,True
3fd161b1,0.0,True,0,1,0,True,True
91a293e8,0.0,True,0,0,0,True,True
54e0c518,0.0,True,0,1,0,True,True
1d389b2e,0.0,False,0,1,0,True,True
ad4976a0,0.0,True,0,1,0,True,True
dbff7610,0.0,True,0,1,0,True,True
c104bc78,0.0,True,0,1,0,True,True
b3bf2435,0.0,True,0,1,0,True,True
7a1b40b7,0.0,True,0,1,0,True,True
8611216e,1.0,True,0,1,0,True,True
560e7db4,0.0,True,0,1,0,True,True
2454293c,1.0,False,0,1,0,True,True
0af42006,0.0,True,0,1,0,True,True
82d31364,0.0,True,0,1,0,True,True
1a898f43,0.0,False,0,1,0,True,True
f1f2d6aa,1.0,True,0,1,0,True,True
f16503b1,0.0,True,0,1,0,True,True
45a66d74,0.0,True,0,1,0,True,True
45599974,1.0,True,0,1,0,True,True
b8112306,1.0,False,0,1,0,True,True
7e317918,0.0,True,0,1,0,True,True
5577775a,0.0,True,0,1,0,True,True
dd2ed1b6,0.0,True,0,1,0,True,True
0fe5d58d,0.0,False,0,1,0,True,True
a30504be,0.0,True,0,1,0,True,True
18a1de79,0.0,True,0,1,0,True,True
f88200f4,0.0,True,0,1,1,True,True
d180a63f,1.0,False,0,1,0,True,True
97267956,0.0,True,0,1,0,True,True
2fec9bbc,1.0,True,0,1,0,True,True
c7fb76e9,0.0,True,0,1,0,True,True
05ad382c,0.0,False,0,1,0,True,True
4e5d317d,1.0,False,0,1,0,True,True
db9e8233,0.0,True,0,1,0,True,True
7f721016,1.0,False,0,1,0,True,True
b65be4d3,0.0,True,0,1,0,True,True
aaed7b2e,0.0,True,0,1,0,True,True
f8e37457,0.0,False,0,1,0,True,True
9411a009,0.0,False,0,1,0,True,True
166bf528,1.0,False,0,1,0,True,True
5429fbb6,1.0,False,0,1,0,True,True
fe1f24ff,0.0,True,0,1,0,True,True
49ff6d6e,0.0,True,0,1,0,True,True
1adea052,1.0,False,0,1,0,True,True
0fe5b0f4,0.0,False,0,1,0,True,True
19c94e0b,0.0,True,0,1,1,True,True
2a727bb0,0.0,False,0,1,0,True,True
0ff75b46,1.0,True,0,1,0,True,True
c7fba740,0.0,True,0,1,0,True,True
224613bb,0.0,True,0,1,0,True,True
cd7b5c8e,1.0,True,0,1,0,True,True
179720f1,0.0,True,0,1,0,True,True
ff9a58dd,0.0,True,0,1,0,True,True
1070bca3,0.0,True,0,1,0,True,True
a5d31df5,0.0,True,0,1,0,True,True
4e5c868d,1.0,True,0,1,0,True,True
653f68fe,0.0,True,0,1,0,True,True
3ebc771d,1.0,True,0,1,0,True,True
c4012f15,1.0,False,0,1,0,True,True
517bf648,0.0,False,0,1,0,True,True
254f8761,1.0,True,0,0,0,True,True
043a4def,1.0,True,0,1,0,True,True
ef68bea1,0.0,True,0,1,0,True,True
c844a662,0.0,True,0,0,1,True,True
7f6c85e8,0.0,False,0,1,0,True,True
77397f7b,1.0,True,0,1,0,True,True
e4aedddc,0.0,False,0,1,0,True,True
35ee0cc8,0.0,True,0,0,1,True,True
4b66b31e,0.0,True,0,1,0,True,True
125b4a32,0.0,False,0,1,0,True,True
c1d99fe2,0.0,True,0,1,0,True,True
1b2b8210,1.0,False,0,1,0,True,True
55fc24ef,0.0,True,0,1,0,True,True
77e489c7,0.0,True,0,1,0,True,True
62ba2fba,0.0,False,0,1,0,True,True
ae4bfc26,0.0,True,0,1,0,True,True
22f1d021,0.0,True,0,1,0,True,True
774cbcf2,0.0,True,0,1,0,True,True
72368746,0.0,False,0,1,0,True,True
aca95b2b,1.0,False,0,1,0,True,True
a944289b,1.0,True,0,1,0,True,True
55e87de8,0.0,True,0,1,0,True,True
c56dff49,0.0,True,0,1,0,True,True
ba724fb6,1.0,True,0,1,0,True,True
b97b9d93,0.0,True,0,1,0,True,True
46cacfef,1.0,False,0,1,0,True,True
14b6ab24,0.0,False,0,1,0,True,True
f1e00012,0.0,True,0,1,0,True,True
7025ac12,1.0,True,0,1,0,True,True
bada76d3,1.0,True,0,1,0,True,True
70a325eb,0.0,True,0,1,1,True,True
fb19ca5a,1.0,True,0,1,0,True,True
f6cd21a1,1.0,True,0,1,0,True,True
ed806b31,0.0,True,0,1,0,True,True
91752493,0.0,False,0,1,0,True,True
92059fdf,0.0,False,0,1,0,True,True
390f09f1,0.0,False,0,1,0,True,True
d9fc5677,0.0,True,0,1,0,True,True
4d233ac6,1.0,True,0,1,0,True,True
46a1efca,1.0,False,0,1,0,True,True
d4c8daf6,0.0,True,0,1,0,True,True
fd5bc946,0.0,True,0,1,0,True,True
23b90f81,0.0,True,0,1,0,True,True
89939b0c,0.0,True,0,1,0,True,True
eab407a5,1.0,False,0,1,0,True,True
d55a7432,0.0,True,0,1,0,True,True
629e1a6e,0.0,True,0,1,0,True,True
13698a29,1.0,False,0,1,0,True,True
84380983,1.0,True,0,1,0,True,True
09d0e523,1.0,True,0,1,0,True,True
bde00913,1.0,False,0,1,0,True,True
32eb13bb,1.0,False,0,1,0,True,True
2606c8da,0.0,True,0,1,0,True,True
23e6906d,0.0,True,0,1,0,True,True
cf75487d,0.0,False,0,1,0,True,True
adf0382e,1.0,False,0,1,0,True,True
b17d6c59,0.0,False,0,1,0,True,True
e349f752,1.0,True,0,1,0,True,True
eb08912b,1.0,True,0,1,0,True,True
d4e83772,1.0,True,0,1,0,True,True
4bfc1a10,0.0,True,0,1,0,True,True
9952a8e0,0.0,False,0,1,0,True,True
8c31a66a,0.0,False,0,1,0,True,True
edc38036,1.0,True,0,1,0,True,True
2abe3533,1.0,False,0,1,0,True,True
fbd04b25,0.0,True,0,1,0,True,True
e5824d72,0.0,True,0,1,0,True,True
b30562d4,0.0,True,0,1,0,True,True
02298b4a,0.0,True,0,1,0,True,True
e4b71e52,1.0,True,0,0,0,True,True
ed39978f,0.0,True,0,1,0,True,True
5b7a7697,1.0,True,1,1,0,True,True
9fea64a8,1.0,True,0,1,0,True,True
a4e3e0ba,0.0,False,0,1,0,True,True
1033c7f1,0.0,False,0,1,0,True,True
a16a0211,0.0,True,0,1,0,True,True
2df10e76,0.0,True,0,1,0,True,True
ff89d18f,0.0,False,0,1,0,True,True
732df811,0.0,True,0,1,0,True,True
de1de15e,0.0,True,0,1,0,True,True
80c8726f,0.0,True,0,1,0,True,True
e5953f4b,1.0,True,0,1,0,True,True
619bff69,0.0,False,0,1,0,True,True
ed7382a8,1.0,True,0,1,0,True,True
3043e183,0.0,False,0,1,0,True,True
8ab5791a,0.0,True,0,1,0,True,True
3ae2240d,1.0,False,0,1,0,True,True
6929face,0.0,True,0,1,0,True,True
06077235,0.0,False,0,1,0,True,True
6b5088da,1.0,True,0,1,0,True,True
685dc7f7,0.0,False,0,1,0,True,True
8eb58541,0.0,True,0,1,0,True,True
919bcd48,0.0,False,0,1,0,True,True
974fc112,0.0,False,0,1,0,True,True
9a00037e,0.0,False,0,1,0,True,True
65f36887,1.0,True,0,1,0,True,True
d67a6656,1.0,True,0,1,0,True,True
efdfb24e,0.0,False,0,1,0,True,True
55f7ae64,0.0,False,0,0,0,True,True
1498b979,1.0,False,0,1,0,True,True
9d279147,0.0,True,0,1,0,True,True
8f358327,0.0,False,0,1,0,True,True
fed81014,0.0,True,0,1,0,True,True
8637463a,0.0,False,0,1,0,True,True
92441fa1,0.0,True,0,1,0,True,True
455bfbc9,0.0,True,0,1,0,True,True
fd5e4491,0.0,True,0,1,0,True,True
e9c994b8,0.0,False,0,1,0,True,True
e4594222,0.0,False,0,1,0,True,True
94042208,0.0,True,0,1,0,True,True
d76e28a3,0.0,True,0,1,0,True,True
a7b6e286,0.0,True,0,1,0,True,True
27038bac,0.0,True,0,1,0,True,True
60591a7d,0.0,True,0,1,0,True,True
3887b35e,1.0,False,0,1,0,True,True
5423158b,0.0,True,0,1,0,True,True
991360db,1.0,False,0,1,0,True,True
c5a0bc36,0.0,True,0,1,0,True,True
11eb4374,1.0,False,0,1,0,True,True
7d71558b,0.0,True,0,1,0,True,True
3787229d,1.0,True,0,1,0,True,True
2287c9f7,0.0,True,0,1,0,True,True
0c9d90d6,1.0,False,0,1,0,True,True
41bfa3b9,1.0,False,0,1,0,True,True
4ed8ab82,0.0,True,0,1,0,True,True
d8ca7115,0.0,True,0,1,0,True,True
dccd2a57,1.0,True,0,1,1,True,True
0885e75e,0.0,True,0,1,0,True,True
b00a6f27,0.0,True,0,1,0,True,True
8a4b69ec,0.0,True,0,1,0,True,True
6ea9ffd2,0.0,True,0,1,0,True,True
d0c5aa85,1.0,True,0,1,0,True,True
fc4b841d,1.0,False,0,1,0,True,True
db1a3c00,0.0,True,0,1,0,True,True
cbff6e32,0.0,False,0,1,0,True,True
9b4f540a,0.0,True,0,1,0,True,True
2a072244,0.0,False,0,1,0,True,True
fcb5fb33,1.0,False,0,1,0,True,True
72ee021f,0.0,True,0,1,0,True,True
050c6066,0.0,False,0,1,0,True,True
9d84519b,1.0,True,0,1,0,True,True
7ac0c607,0.0,True,0,1,1,True,True
af95a93c,0.0,True,0,1,0,True,True
12eb49ed,1.0,True,0,1,0,True,True
a8ca0988,1.0,True,0,1,0,True,True
6f1e155b,1.0,True,0,1,1,True,True
e8a1b038,0.0,False,0,1,0,True,True
701aed49,0.0,True,0,1,0,True,True
3e97d5f3,1.0,True,0,1,0,True,True
ad9c339a,0.0,True,0,1,1,True,True
bb31d716,0.0,True,0,1,0,True,True
b86b400e,0.0,False,0,1,0,True,True
10a42267,1.0,False,0,1,0,True,True
fd12b306,0.0,True,0,1,0,True,True
852abc08,0.0,True,0,1,0,True,True
4640420b,0.0,True,0,1,0,True,True
ad4b1e5f,0.0,False,0,1,0,True,True
2ff5b818,1.0,False,0,1,0,True,True
bd608de6,0.0,True,0,1,0,True,True
ea23791b,1.0,True,0,1,0,True,True
94e7818d,0.0,True,0,0,1,True,True
bf15584a,1.0,True,0,1,0,True,True
4a3c0db7,0.0,False,0,1,0,True,True
5f7f0c55,0.0,True,0,0,0,True,True
9e776b51,0.0,True,0,1,0,True,True
d793a520,0.0,True,0,1,0,True,True
03c58152,0.0,False,0,1,0,True,True
900f049c,1.0,True,0,1,0,True,True
67ad5c84,0.0,True,0,1,0,True,True
9df0e397,1.0,True,0,1,0,True,True
03302054,0.0,False,0,1,0,True,True
6ecc4591,1.0,False,0,0,0,True,True
000e4d9e,0.0,True,0,1,0,True,True
67734512,1.0,True,0,1,0,True,True
0b994061,0.0,True,0,1,0,True,True
b31761cc,0.0,True,0,1,0,True,True
cc302ed6,1.0,False,0,1,0,True,True
1660fa42,1.0,True,0,1,0,True,True
ea76aeec,0.0,True,0,1,0,True,True
ad5943a9,1.0,True,0,1,0,True,True
f431031a,0.0,False,0,1,0,True,True
5dd73565,0.0,True,0,1,0,True,True
ee8dd67c,1.0,False,0,1,0,True,True
eb199e7f,1.0,False,0,1,0,True,True
656072a3,0.0,False,0,1,0,True,True
95a388b0,1.0,False,0,1,0,True,True
846372d4,1.0,True,0,0,0,True,True
d1fd6caa,1.0,True,0,1,0,True,True
a618c138,0.0,False,0,1,0,True,True
8a0a63af,1.0,True,0,1,0,True,True
7642405a,1.0,True,0,1,0,True,True
670639bc,1.0,True,0,1,0,True,True
ae5b92db,0.0,True,0,1,0,True,True
41ccd2c6,0.0,True,0,1,0,True,True
8cf7b63c,0.0,True,0,1,0,True,True
bdd23ab2,1.0,True,0,1,0,True,True
ae56f702,0.0,True,0,1,0,True,True
b02fa0dd,1.0,True,0,1,0,True,True
eb7165bb,1.0,True,0,1,0,True,True
811ec67b,0.0,False,0,1,0,True,True
270b42e3,1.0,True,0,1,0,True,True
18b81745,0.0,False,0,1,0,True,True
69c23290,0.0,True,0,1,0,True,True
e3b71e84,0.0,False,0,1,0,True,True
ef8b96c3,0.0,True,0,1,0,True,True
bb8116c9,0.0,True,0,1,0,True,True
594a53d3,0.0,True,0,1,0,True,True
108caf2c,0.0,True,0,1,0,True,True
1a1a16f8,0.0,False,0,1,0,True,True
18a185e1,0.0,False,0,1,0,True,True
335116e1,0.0,True,0,1,0,True,True
ff9fc164,1.0,False,0,1,0,True,True
6f37c9b4,1.0,False,0,1,0,True,True
7c3970ce,1.0,False,0,1,0,True,True
8a590d23,0.0,True,0,1,1,True,True
c746f37c,0.0,True,0,1,0,True,True
166a19f7,1.0,False,0,1,0,True,True
ee20c405,0.0,True,0,1,0,True,True
02b0cd5c,1.0,False,0,1,0,True,True
4679e993,0.0,True,0,1,0,True,True
814db0b5,1.0,True,0,1,0,True,True
b0f9b8a1,0.0,False,0,1,0,True,True
73ffc5f4,0.0,False,0,1,0,True,True
fb73da39,1.0,True,0,1,0,True,True
c299808f,1.0,True,0,1,0,True,True
0515aca9,1.0,True,0,0,1,True,True
01f68b1f,0.0,False,0,1,0,True,True
6474b347,0.0,False,0,1,0,True,True
0aa2b925,0.0,True,0,1,0,True,True
f4bae3c6,0.0,False,0,1,0,True,True
92c81866,0.0,False,0,1,0,True,True
6f0826b2,1.0,False,0,1,0,True,True
d1a14d14,0.0,True,0,1,0,True,True
1b5c5c85,1.0,False,0,1,0,True,True
1e13d639,0.0,False,0,1,0,True,True
8e59b22b,0.0,False,0,1,0,True,True
f7fdbbf4,1.0,True,0,1,0,True,True
1c4a2a14,0.0,True,0,1,0,True,True
18351296,1.0,True,0,1,0,True,True
3956b1e1,1.0,False,0,1,0,True,True
ac89253a,1.0,True,0,1,0,True,True
431a7bd7,1.0,False,0,1,0,True,True
f426ff31,1.0,True,0,1,0,True,True
f2c6d57c,1.0,False,0,1,0,True,True
29f80519,0.0,False,0,1,0,True,True
04b13fd2,0.0,False,0,1,0,True,True
ce36e512,0.0,True,0,1,1,True,True
8a4ba4e2,0.0,True,0,1,0,True,True
1443cf62,0.0,True,0,1,0,True,True
209e9ed6,0.0,True,0,1,0,True,True
e77c72ed,1.0,False,0,1,0,True,True
860a406a,1.0,True,0,1,0,True,True
0c9a1b5d,1.0,True,0,1,0,True,True
368ab6c6,1.0,False,0,1,0,True,True
4a033e24,0.0,True,0,1,0,True,True
143c958f,0.0,True,0,1,0,True,True
18b908a5,0.0,True,0,1,0,True,True
5125c494,0.0,False,0,1,0,True,True
604d8035,1.0,True,0,1,0,True,True
80866567,0.0,False,0,1,0,True,True
9bb623c2,0.0,True,0,1,0,True,True
b17515e1,0.0,False,0,1,0,True,True
f945213f,0.0,False,0,1,0,True,True
ec4b2ac1,0.0,False,0,1,0,True,True
a53a1a30,1.0,True,0,1,0,True,True
103e0f7d,1.0,True,0,1,0,True,True
cd3a841d,0.0,False,0,1,0,True,True
fb6b16a8,0.0,True,0,1,0,True,True
89f62393,0.0,True,0,1,0,True,True
576d1af6,0.0,True,0,1,0,True,True
eab48142,0.0,True,0,1,0,True,True
013288eb,1.0,False,0,1,0,True,True
aa7e2999,0.0,True,0,1,0,True,True
724f4de6,0.0,True,0,1,0,True,True
2c85b2fa,0.0,True,0,1,1,True,True
75950669,0.0,True,0,1,0,True,True
d84ae194,0.0,True,0,1,0,True,True
77bad6f5,0.0,False,0,1,0,True,True
2b213b2c,0.0,True,0,0,1,True,True
2a9694c2,1.0,False,0,1,0,True,True
4cdf80c5,0.0,False,0,1,0,True,True
8808e6a9,0.0,True,0,1,0,True,True
05d6426e,0.0,True,0,1,0,True,True
91210479,0.0,False,0,1,0,True,True
e314ee77,1.0,False,0,1,0,True,True
b5a09122,1.0,False,0,1,0,True,True
95c8e975,0.0,False,0,1,0,True,True
bf46c410,0.0,True,0,1,0,True,True
298bd74f,0.0,False,0,1,0,True,True
62cf35c3,0.0,True,0,1,0,True,True
42cc8a1d,0.0,True,0,1,0,True,True
3346c6e7,1.0,False,0,1,0,True,True
47a73972,1.0,True,0,1,0,True,True
0744ba92,1.0,True,0,1,0,True,True
99375801,0.0,True,0,1,0,True,True
b9996281,0.0,True,0,1,0,True,True
471fb833,1.0,False,0,1,0,True,True
ba83de34,1.0,True,0,1,0,True,True
ad98de5d,0.0,True,0,1,0,True,True
c449fd13,0.0,False,0,1,0,True,True
b059104a,0.0,True,0,1,0,True,True
c380ceab,1.0,True,0,1,0,True,True
ba61790b,1.0,False,0,1,0,True,True
deb5fa7a,0.0,True,0,1,0,True,True
71d5d6e4,1.0,True,0,1,0,True,True
eefc3df6,0.0,True,0,1,0,True,True
766c271c,0.0,False,0,1,0,True,True
97360881,1.0,False,0,1,0,True,True
df127511,0.0,True,0,1,0,True,True
f7e04556,0.0,True,0,1,0,True,True
32131fa2,0.0,True,0,1,0,True,True
36ef2e5f,0.0,True,0,1,0,True,True
abe38822,0.0,False,0,1,0,True,True
b84057ab,1.0,True,0,1,0,True,True
1d417563,0.0,True,0,1,0,True,True
0e3c91a6,0.0,True,0,1,0,True,True
6a0aa84a,1.0,True,0,1,0,True,True
7b2b0da5,0.0,False,0,1,0,True,True
efae8f71,0.0,True,0,1,0,True,True
31c9f140,0.0,False,0,1,0,True,True
a47ab63d,0.0,False,0,1,0,True,True
aefc81ce,1.0,True,0,1,0,True,True
1fea3435,0.0,False,0,1,0,True,True
c28b49d1,1.0,True,0,1,0,True,True
ea3c7b75,0.0,False,0,1,0,True,True
54d47ad8,0.0,False,0,1,0,True,True
db9d2cd7,1.0,True,0,1,1,True,True
df80a783,0.0,False,0,1,0,True,True
9bc43f7e,0.0,True,0,1,0,True,True
3e066076,1.0,False,0,1,0,True,True
cdcc4b92,0.0,True,0,1,0,True,True
05596145,0.0,True,0,1,0,True,True
67bdc946,1.0,True,0,0,1,True,True
32234ad9,0.0,True,0,1,0,True,True
77b15b7d,0.0,True,0,1,0,True,True
2e515d51,0.0,True,0,1,0,True,True
6faabdf2,1.0,True,0,1,0,True,True
77d64353,0.0,True,0,1,0,True,True
37a0837e,0.0,False,0,1,0,True,True
303b1701,0.0,False,0,1,0,True,True
3dbfcd14,1.0,True,0,1,1,True,True
12529b31,0.0,True,0,1,0,True,True
5fdd715e,0.0,False,0,1,0,True,True
91c02da2,1.0,True,0,1,0,True,True
0b4c87e0,1.0,True,0,1,0,True,True
fdb438a5,0.0,False,0,1,0,True,True
1d762b15,0.0,True,0,1,0,True,True
aafb01b8,0.0,True,0,1,0,True,True
ce28e8d6,0.0,True,0,1,0,True,True
d0c44c5b,0.0,False,0,1,0,True,True
a5d74579,1.0,True,0,1,0,True,True
9a0373f1,1.0,False,0,1,0,True,True
01c0bf0e,0.0,False,0,1,0,True,True
dac88f2d,1.0,True,0,0,1,True,True
5eb0a22a,0.0,False,0,1,0,True,True
9bf77a71,0.0,True,0,1,0,True,True
cb0e3cb7,1.0,True,0,0,0,True,True
32e355cf,0.0,True,0,1,0,True,True
134cc999,0.0,True,0,1,0,True,True
5eed4bd7,0.0,True,0,1,0,True,True
a008b5c4,1.0,False,0,1,0,True,True
3a44e639,1.0,True,0,1,0,True,True
2c90f768,1.0,True,0,1,0,True,True
fb23d1c3,1.0,True,0,1,0,True,True
b189a8b8,0.0,True,0,0,0,True,True
a5d3c172,1.0,True,0,1,0,True,True
facb2e95,0.0,True,0,1,0,True,True
549acb45,0.0,True,0,1,0,True,True
583bd9b9,0.0,False,0,1,0,True,True
f3135311,0.0,True,0,1,0,True,True
