person,diff_mean,diff_max,session_count
fa15dd75,0.11709119496855344,0.5549999999999997,53.0
8036d563,0.13074074074074074,0.27,3.0
051b11a7,0.30284722222222227,0.8391666666666667,4.0
a708f6b7,0.2369907407407407,0.6455555555555554,6.0
aa86dd13,0.1616975308641975,0.43833333333333335,18.0
8af64425,0.15229071537290717,0.8674999999999997,73.0
290a4ade,0.11503472222222222,0.3702777777777778,8.0
5ea8fd22,0.05083333333333334,0.10111111111111112,2.0
73f02c61,0.09700617283950616,0.5230555555555554,9.0
e6b2354d,0.3325,0.3325,1.0
b364ac0f,0.18685185185185185,0.3980555555555556,3.0
27c4deeb,0.04518518518518518,0.10722222222222222,3.0
575ad645,0.13224444444444441,0.4341666666666667,25.0
380c0e60,0.11674603174603174,0.37388888888888894,14.0
6b90483e,0.014444444444444446,0.014444444444444446,1.0
cd9179bb,0.2263690476190476,0.9025,14.0
1a8f3e6d,0.10590277777777778,0.25083333333333335,8.0
d95f3759,0.17824074074074076,0.6966666666666669,15.0
df151fff,0.22944444444444445,0.22944444444444445,1.0
68939997,0.16802469135802475,0.5991666666666667,9.0
a6c7358d,0.14436666666666664,0.5844444444444445,25.0
75aea7ed,0.03972222222222222,0.03972222222222222,1.0
57a26b97,0.139320987654321,0.49333333333333335,18.0
68bee360,0.2490625,0.9616666666666664,16.0
e6b78c34,0.13184640522875815,0.7847222222222221,34.0
e4d9f5e2,0.3880555555555555,0.4533333333333333,2.0
7363f782,0.093482905982906,0.44499999999999995,13.0
5f5a1be2,0.283125,0.7466666666666668,4.0
2fa65383,0.029305555555555557,0.08166666666666667,4.0
f2ab91ec,0.05148148148148148,0.10166666666666667,6.0
f7e13865,0.10211111111111111,0.19999999999999998,15.0
f70a331b,0.06243827160493826,0.26138888888888884,9.0
49fffa02,0.0899074074074074,0.18249999999999997,3.0
69fe770b,0.049944444444444444,0.15083333333333335,5.0
73b5ddeb,0.1101183127572016,0.5952777777777777,54.0
26855b91,0.15888888888888889,0.5886111111111111,5.0
fadfa4be,0.18021072796934864,0.8086111111111111,29.0
85b68a3f,0.01,0.01,1.0
3aae4375,0.04297222222222222,0.12583333333333332,10.0
10206a98,0.07111111111111111,0.07111111111111111,1.0
66fe40df,0.03749999999999999,0.05138888888888888,2.0
2beddf66,0.2914814814814815,0.6666666666666667,3.0
b2194067,0.03099206349206349,0.16,14.0
b3cab894,0.04138888888888889,0.04833333333333333,2.0
17b858f9,0.4452777777777778,0.8680555555555556,2.0
f75b14e8,0.11361111111111111,0.2569444444444445,3.0
67ec6a13,0.08534722222222224,0.3972222222222223,8.0
448ec8f9,,,
83e7b706,0.14479166666666662,0.8911111111111112,36.0
7f198108,0.069375,0.21166666666666667,4.0
65db54a5,0.10152777777777776,0.3063888888888888,4.0
adaa9274,0.16666666666666663,0.46722222222222215,4.0
2466dcee,0.34972222222222227,1.0566666666666669,7.0
bbac557c,0.18381944444444442,0.30777777777777765,4.0
571a9f5c,0.011805555555555555,0.01638888888888889,2.0
13587a1e,0.06216666666666667,0.2138888888888889,5.0
feeb5b65,0.07756172839506173,0.23138888888888887,9.0
57d078f9,0.07423611111111111,0.18416666666666667,4.0
6791adff,0.3209722222222222,0.4822222222222222,2.0
2596d1cf,0.5616666666666668,0.5616666666666668,1.0
0b54d2aa,0.10027777777777779,0.6622222222222222,35.0
c0d67259,0.003611111111111111,0.003611111111111111,1.0
2fca45c7,0.1683159722222222,1.1113888888888888,16.0
eb39eec0,0.08362237237237236,0.8080555555555555,74.0
3d52f0ca,0.1639583333333333,0.5463888888888886,8.0
ee7d1909,0.08394444444444446,0.2366666666666667,5.0
9474919f,0.1844444444444444,0.1844444444444444,1.0
b87bf3c0,0.14539682539682539,1.7044444444444449,35.0
229a0726,0.13277777777777777,0.4275,4.0
e28fa553,0.1795444444444444,0.7683333333333334,25.0
e2d69e04,0.1648809523809524,0.5863888888888888,7.0
f99328eb,0.12613425925925925,0.631111111111111,12.0
7a98e5bb,0.03638888888888889,0.06277777777777778,2.0
99a29f1c,0.10951851851851853,0.6158333333333333,15.0
6f4de109,0.18342592592592594,1.3983333333333334,30.0
ad8cebac,0.1601388888888889,0.5777777777777777,6.0
60d720a3,0.3400925925925926,0.7977777777777779,3.0
8f6d708a,0.27911111111111114,0.6972222222222222,5.0
8d8b76a6,0.2538888888888889,0.5002777777777777,3.0
4157ce5c,0.06794444444444445,0.12611111111111112,5.0
3fd161b1,0.06875,0.24250000000000002,4.0
91a293e8,0.1533660130718954,0.625,17.0
54e0c518,0.15069444444444444,0.4558333333333333,6.0
1d389b2e,0.47916666666666663,0.47916666666666663,1.0
ad4976a0,0.10425925925925927,0.43472222222222223,6.0
dbff7610,0.10300925925925924,0.3361111111111111,6.0
c104bc78,0.13544191919191917,0.9833333333333331,22.0
b3bf2435,0.12567129629629628,0.4805555555555555,24.0
7a1b40b7,0.01840277777777778,0.06833333333333333,4.0
8611216e,0.2161666666666667,0.6227777777777777,15.0
560e7db4,0.11694444444444445,0.3708333333333333,5.0
2454293c,0.11093750000000001,0.3872222222222223,8.0
0af42006,0.08444444444444445,0.6002777777777778,15.0
82d31364,0.10747474747474745,0.3002777777777777,11.0
1a898f43,0.02513888888888889,0.03138888888888889,2.0
f1f2d6aa,0.1801736111111111,0.5033333333333333,8.0
f16503b1,0.07284722222222222,0.19833333333333333,4.0
45a66d74,0.12575231481481483,0.5966666666666669,24.0
45599974,0.10695652173913045,0.44361111111111107,23.0
b8112306,0.44749999999999995,0.44749999999999995,1.0
7e317918,0.3123148148148149,0.46888888888888897,3.0
5577775a,0.11551767676767676,0.5444444444444444,22.0
dd2ed1b6,0.26425,1.2700000000000005,10.0
0fe5d58d,0.019305555555555555,0.04972222222222222,4.0
a30504be,0.03905555555555555,0.10444444444444444,5.0
18a1de79,0.22284722222222222,1.0263888888888888,8.0
f88200f4,0.10372549019607841,1.1647222222222222,34.0
d180a63f,0.0275,0.0275,1.0
97267956,0.09644675925925927,0.48611111111111116,24.0
2fec9bbc,0.12664141414141414,0.5627777777777778,11.0
c7fb76e9,,,
05ad382c,0.04583333333333333,0.06555555555555555,2.0
4e5d317d,0.5144444444444445,0.5144444444444445,1.0
db9e8233,0.11988562091503266,0.8925000000000002,34.0
7f721016,0.03722222222222221,0.03722222222222221,1.0
b65be4d3,0.1522542735042735,1.1383333333333332,26.0
aaed7b2e,0.10777777777777778,0.37305555555555553,7.0
f8e37457,0.10944444444444444,0.10944444444444444,1.0
9411a009,0.32375,0.6016666666666667,2.0
166bf528,0.08399305555555556,0.2169444444444444,8.0
5429fbb6,0.1169097222222222,0.4336111111111111,8.0
fe1f24ff,0.15260101010101007,0.6016666666666666,11.0
49ff6d6e,0.11773148148148145,0.5130555555555555,6.0
1adea052,0.12194444444444447,0.12194444444444447,1.0
0fe5b0f4,0.015833333333333335,0.030833333333333334,2.0
19c94e0b,0.10227513227513227,0.44,21.0
2a727bb0,0.09180555555555556,0.09833333333333333,2.0
0ff75b46,0.10666666666666667,0.21083333333333334,2.0
c7fba740,0.05739583333333333,0.1652777777777778,8.0
224613bb,0.09976190476190475,0.4125,7.0
cd7b5c8e,0.1550595238095239,1.4161111111111122,14.0
179720f1,0.11388888888888889,0.3313888888888889,3.0
ff9a58dd,0.08572222222222223,0.3777777777777778,15.0
1070bca3,0.09333333333333334,0.576388888888889,9.0
a5d31df5,0.17925925925925926,0.4966666666666667,3.0
4e5c868d,0.10320707070707069,0.4944444444444444,11.0
653f68fe,,,
3ebc771d,0.09083333333333331,0.3216666666666666,4.0
c4012f15,,,
517bf648,0.04027777777777777,0.04055555555555555,2.0
254f8761,0.17385416666666667,0.5397222222222222,16.0
043a4def,0.5419444444444445,0.5419444444444445,1.0
ef68bea1,0.1291666666666667,0.8,9.0
c844a662,0.09761574074074075,0.5361111111111112,24.0
7f6c85e8,,,
77397f7b,0.18904320987654322,0.42722222222222217,9.0
e4aedddc,0.03263888888888889,0.06277777777777778,2.0
35ee0cc8,0.13936666666666664,0.7847222222222221,25.0
4b66b31e,0.15682539682539678,0.5652777777777778,7.0
125b4a32,0.05527777777777778,0.05527777777777778,1.0
c1d99fe2,0.05835858585858586,0.23944444444444443,11.0
1b2b8210,0.18166666666666667,0.18166666666666667,1.0
55fc24ef,0.13445799457994576,0.5724999999999999,41.0
77e489c7,0.10307017543859649,0.49138888888888893,19.0
62ba2fba,0.0,0.0,1.0
ae4bfc26,0.40875,0.7802777777777778,4.0
22f1d021,0.18549999999999994,0.3419444444444444,5.0
774cbcf2,0.135625,0.24000000000000002,4.0
72368746,0.12611111111111112,0.12611111111111112,1.0
aca95b2b,0.08777777777777779,0.08777777777777779,1.0
a944289b,0.10162581699346404,0.4655555555555555,34.0
55e87de8,0.1325925925925926,0.25527777777777777,6.0
c56dff49,0.11027777777777778,0.11027777777777778,1.0
ba724fb6,0.1465123456790124,0.5463888888888889,9.0
b97b9d93,0.012916666666666667,0.021666666666666667,2.0
46cacfef,0.16083333333333333,0.16083333333333333,1.0
14b6ab24,0.2820833333333334,0.5505555555555557,2.0
f1e00012,0.005277777777777778,0.013611111111111112,3.0
7025ac12,0.05962121212121212,0.2552777777777777,11.0
bada76d3,0.1123101851851852,0.8074999999999999,60.0
70a325eb,0.10865079365079365,0.5433333333333333,7.0
fb19ca5a,0.16261904761904764,0.7977777777777778,7.0
f6cd21a1,0.2535802469135803,0.8761111111111111,9.0
ed806b31,0.20599206349206353,1.2705555555555559,7.0
91752493,,,
92059fdf,0.1858333333333333,0.1858333333333333,1.0
390f09f1,0.16458333333333333,0.2847222222222222,2.0
d9fc5677,0.13300838574423482,1.0016666666666667,53.0
4d233ac6,0.0850925925925926,0.11333333333333333,3.0
46a1efca,0.034444444444444444,0.034444444444444444,2.0
d4c8daf6,0.1457465277777778,0.6911111111111111,16.0
fd5bc946,0.2783796296296296,0.858611111111111,6.0
23b90f81,0.07558641975308641,0.41861111111111104,9.0
89939b0c,0.1607950191570881,0.6830555555555555,29.0
eab407a5,0.12537037037037035,0.29,3.0
d55a7432,0.11735507246376814,0.5658333333333334,23.0
629e1a6e,0.128015873015873,0.76,14.0
13698a29,0.11711111111111112,0.33,5.0
84380983,0.08122222222222222,0.24777777777777776,5.0
09d0e523,0.11908564814814816,0.7152777777777778,24.0
bde00913,0.19777777777777777,0.3322222222222222,2.0
32eb13bb,0.0008333333333333334,0.0008333333333333334,1.0
2606c8da,0.03953703703703704,0.0875,3.0
23e6906d,0.3024074074074074,0.5661111111111111,3.0
cf75487d,0.008472222222222221,0.010277777777777778,2.0
adf0382e,0.25618055555555547,0.7330555555555553,4.0
b17d6c59,0.5597222222222222,0.5597222222222222,1.0
e349f752,0.1052517361111111,0.5797222222222222,32.0
eb08912b,0.1289236111111111,0.48944444444444446,8.0
d4e83772,0.13267489711934158,0.7588888888888888,27.0
4bfc1a10,0.08313888888888887,0.2636111111111111,10.0
9952a8e0,0.023333333333333334,0.023333333333333334,1.0
8c31a66a,0.005833333333333334,0.005833333333333334,1.0
edc38036,0.28641666666666665,0.7783333333333333,10.0
2abe3533,0.2476851851851852,1.1086111111111112,6.0
fbd04b25,0.2616666666666666,0.2616666666666666,1.0
e5824d72,0.11153846153846153,0.5241666666666668,26.0
b30562d4,0.15732905982905981,0.7469444444444444,13.0
02298b4a,0.18178571428571427,0.9902777777777778,7.0
e4b71e52,0.12205555555555554,0.6569444444444444,10.0
ed39978f,0.15505420054200547,0.730277777777778,41.0
5b7a7697,0.1027173913043478,0.4222222222222222,23.0
9fea64a8,0.1470138888888889,0.44888888888888884,4.0
a4e3e0ba,0.01138888888888889,0.01138888888888889,1.0
1033c7f1,0.11222222222222222,0.11222222222222222,1.0
a16a0211,0.1513888888888889,0.3875000000000001,5.0
2df10e76,0.15795138888888888,0.796388888888889,40.0
ff89d18f,0.34034722222222225,0.925,4.0
732df811,0.12297979797979797,0.44638888888888884,11.0
de1de15e,0.14975694444444443,0.3811111111111111,8.0
80c8726f,0.12327380952380952,0.3636111111111111,14.0
e5953f4b,0.18105158730158735,0.4994444444444444,14.0
619bff69,0.3869444444444444,0.3869444444444444,1.0
ed7382a8,0.1656372549019608,1.3991666666666664,34.0
3043e183,0.10046296296296296,0.17916666666666664,3.0
8ab5791a,0.15972222222222218,0.3630555555555554,3.0
3ae2240d,0.06625,0.18777777777777777,4.0
6929face,0.16168518518518524,0.5733333333333335,15.0
06077235,0.3894444444444444,0.3894444444444444,1.0
6b5088da,0.1101388888888889,0.3747222222222223,8.0
685dc7f7,0.030952380952380953,0.09444444444444444,7.0
8eb58541,0.23342592592592593,0.2680555555555556,3.0
919bcd48,0.1786111111111111,0.1786111111111111,1.0
974fc112,,,
9a00037e,0.13916666666666666,0.23194444444444445,2.0
65f36887,0.12669753086419747,0.5374999999999999,18.0
d67a6656,0.3541203703703704,1.0572222222222223,12.0
efdfb24e,0.06583333333333334,0.1252777777777778,2.0
55f7ae64,0.25722222222222213,0.7319444444444442,3.0
1498b979,0.03083333333333333,0.034999999999999996,2.0
9d279147,0.11558641975308641,0.5069444444444444,9.0
8f358327,0.05,0.06527777777777778,2.0
fed81014,0.11923076923076922,0.7847222222222224,52.0
8637463a,0.1661111111111111,0.26694444444444443,2.0
92441fa1,0.21088888888888885,0.6297222222222221,5.0
455bfbc9,0.20214157706093192,1.8605555555555557,31.0
fd5e4491,0.12065972222222222,0.4655555555555555,8.0
e9c994b8,0.2758333333333333,0.2758333333333333,1.0
e4594222,0.0011111111111111111,0.0022222222222222222,2.0
94042208,0.14991602067183463,1.037222222222222,43.0
d76e28a3,0.019537037037037044,0.055833333333333346,3.0
a7b6e286,0.07150462962962963,0.3002777777777778,12.0
27038bac,0.07755787037037037,0.31333333333333335,24.0
60591a7d,0.29163194444444446,0.9830555555555556,8.0
3887b35e,0.03930555555555556,0.046388888888888896,2.0
5423158b,0.012314814814814815,0.035,3.0
991360db,0.46777777777777774,0.46777777777777774,1.0
c5a0bc36,0.25125000000000003,0.9497222222222224,14.0
11eb4374,0.0038888888888888888,0.0038888888888888888,1.0
7d71558b,0.06958333333333333,0.2047222222222222,10.0
3787229d,0.13526315789473692,1.0272222222222223,76.0
2287c9f7,0.12798280423280425,0.5941666666666667,42.0
0c9d90d6,,,
41bfa3b9,0.20173611111111106,0.49972222222222207,4.0
4ed8ab82,0.17254629629629628,0.4747222222222222,6.0
d8ca7115,0.14134803921568626,0.7697222222222221,34.0
dccd2a57,0.05402777777777777,0.12666666666666665,4.0
0885e75e,0.10268518518518517,0.15277777777777776,3.0
b00a6f27,0.17722222222222223,0.3083333333333334,4.0
8a4b69ec,0.12519841269841273,0.5127777777777778,14.0
6ea9ffd2,0.15064236111111107,0.9058333333333333,32.0
d0c5aa85,0.13771759259259264,1.2513888888888887,60.0
fc4b841d,0.04777777777777777,0.04777777777777777,1.0
db1a3c00,0.06314814814814815,0.10361111111111111,3.0
cbff6e32,0.027777777777777776,0.027777777777777776,1.0
9b4f540a,0.05722222222222222,0.11444444444444445,2.0
2a072244,0.0011111111111111111,0.0011111111111111111,1.0
fcb5fb33,0.0005555555555555556,0.0005555555555555556,1.0
72ee021f,0.25997222222222216,1.491944444444444,10.0
050c6066,0.0,0.0,1.0
9d84519b,0.1291880341880342,0.5119444444444443,26.0
7ac0c607,0.10479365079365083,1.2755555555555553,210.0
af95a93c,0.002777777777777778,0.005277777777777778,2.0
12eb49ed,0.15736111111111115,0.6455555555555554,30.0
a8ca0988,0.14866898148148153,1.0308333333333335,24.0
6f1e155b,0.11872222222222222,0.5855555555555555,30.0
e8a1b038,,,
701aed49,0.17016666666666666,0.6719444444444445,5.0
3e97d5f3,0.0994047619047619,0.2494444444444444,7.0
ad9c339a,0.1396741452991453,0.9883333333333335,52.0
bb31d716,0.060648148148148145,0.1361111111111111,3.0
b86b400e,,,
10a42267,0.6018055555555555,0.6641666666666665,2.0
fd12b306,0.12960648148148146,0.4999999999999999,12.0
852abc08,0.05504629629629629,0.23111111111111107,6.0
4640420b,0.11815079365079367,0.6013888888888888,35.0
ad4b1e5f,0.19916666666666666,0.19916666666666666,1.0
2ff5b818,,,
bd608de6,0.22399999999999998,0.9802777777777776,10.0
ea23791b,0.025312499999999998,0.0725,8.0
94e7818d,0.12626157407407412,0.7886111111111112,72.0
bf15584a,0.16777777777777775,0.6438888888888888,9.0
4a3c0db7,,,
5f7f0c55,0.11667427701674278,0.8655555555555555,73.0
9e776b51,0.2860763888888889,0.7586111111111112,8.0
d793a520,0.08447916666666669,0.36444444444444457,16.0
03c58152,0.07611111111111112,0.07611111111111112,1.0
900f049c,0.23201754385964912,1.44,19.0
67ad5c84,0.1482235142118863,0.7641666666666665,43.0
9df0e397,0.12447089947089947,0.7880555555555557,21.0
03302054,0.1511111111111111,0.1511111111111111,1.0
6ecc4591,0.10013888888888889,0.29833333333333334,8.0
000e4d9e,0.14584362139917695,0.5213888888888889,27.0
67734512,0.07055555555555557,0.07055555555555557,1.0
0b994061,0.08416666666666668,0.3511111111111111,7.0
b31761cc,0.14351851851851852,0.33444444444444443,3.0
cc302ed6,0.1547222222222222,0.1547222222222222,1.0
1660fa42,0.07675925925925926,0.34,6.0
ea76aeec,0.16624999999999998,0.4783333333333333,6.0
ad5943a9,0.23357638888888888,1.055,8.0
f431031a,0.2891666666666667,0.2891666666666667,1.0
5dd73565,0.07430555555555556,0.3811111111111111,12.0
ee8dd67c,,,
eb199e7f,0.04138888888888889,0.04138888888888889,1.0
656072a3,0.08090277777777777,0.1911111111111111,4.0
95a388b0,,,
846372d4,0.1707070707070707,0.8455555555555555,11.0
d1fd6caa,0.09662698412698412,0.4277777777777777,7.0
a618c138,0.14444444444444443,0.14444444444444443,1.0
8a0a63af,0.039074074074074074,0.10527777777777778,3.0
7642405a,0.21044444444444443,0.9158333333333333,10.0
670639bc,0.08754273504273505,0.41583333333333333,13.0
ae5b92db,0.025486111111111112,0.08805555555555555,4.0
41ccd2c6,0.07845486111111112,0.45999999999999996,16.0
8cf7b63c,0.1658333333333333,0.4172222222222222,6.0
bdd23ab2,0.18965277777777778,0.6313888888888888,8.0
ae56f702,0.06277777777777778,0.06277777777777778,1.0
b02fa0dd,0.21611111111111114,0.21611111111111114,1.0
eb7165bb,0.0001388888888888889,0.0002777777777777778,2.0
811ec67b,0.024166666666666663,0.024166666666666663,1.0
270b42e3,0.20534722222222218,0.5694444444444443,4.0
18b81745,0.5797222222222222,0.5797222222222222,1.0
69c23290,0.07351851851851852,0.21305555555555555,3.0
e3b71e84,,,
ef8b96c3,0.18872222222222224,0.7038888888888888,25.0
bb8116c9,0.025138888888888888,0.04611111111111111,4.0
594a53d3,0.12603535353535353,0.41083333333333333,11.0
108caf2c,0.10214646464646465,0.7822222222222223,11.0
1a1a16f8,,,
18a185e1,0.02611111111111111,0.02611111111111111,1.0
335116e1,0.14416666666666667,0.48305555555555557,8.0
ff9fc164,0.026851851851851852,0.09027777777777778,6.0
6f37c9b4,,,
7c3970ce,0.46583333333333343,0.8352777777777779,2.0
8a590d23,0.19513888888888886,0.8652777777777775,36.0
c746f37c,0.15015873015873016,0.48861111111111105,21.0
166a19f7,0.145,0.2905555555555555,3.0
ee20c405,0.08701388888888888,0.4611111111111111,8.0
02b0cd5c,0.0973611111111111,0.1947222222222222,2.0
4679e993,0.08770833333333333,0.2827777777777778,8.0
814db0b5,0.2292261904761905,1.1763888888888892,14.0
b0f9b8a1,0.21638888888888885,0.4169444444444443,4.0
73ffc5f4,0.12763888888888889,0.2525,2.0
fb73da39,0.1611388888888889,0.6108333333333332,10.0
c299808f,0.18683333333333332,0.4325,5.0
0515aca9,0.11576923076923078,0.5,26.0
01f68b1f,,,
6474b347,0.1615740740740741,0.4122222222222222,12.0
0aa2b925,0.05194444444444443,0.16416666666666663,4.0
f4bae3c6,0.13555555555555557,0.13555555555555557,1.0
92c81866,0.03811111111111111,0.08555555555555555,5.0
6f0826b2,0.03407407407407407,0.06916666666666667,3.0
d1a14d14,0.2460416666666667,0.6263888888888889,8.0
1b5c5c85,0.014166666666666666,0.014166666666666666,1.0
1e13d639,0.46638888888888885,0.46638888888888885,1.0
8e59b22b,0.36101851851851846,0.728611111111111,3.0
f7fdbbf4,0.19384259259259262,0.4511111111111111,6.0
1c4a2a14,0.24501633986928106,1.0616666666666668,17.0
18351296,0.17461111111111105,0.5702777777777776,10.0
3956b1e1,0.26895833333333335,0.4688888888888888,4.0
ac89253a,0.14122549019607847,1.0236111111111112,17.0
431a7bd7,0.1111111111111111,0.1111111111111111,1.0
f426ff31,0.2994642857142857,0.7224999999999998,14.0
f2c6d57c,,,
29f80519,0.011111111111111112,0.011111111111111112,1.0
04b13fd2,,,
ce36e512,0.07618055555555554,0.29666666666666663,16.0
8a4ba4e2,0.15376984126984122,0.5305555555555554,14.0
1443cf62,0.2551736111111111,0.8677777777777778,8.0
209e9ed6,0.11868055555555555,0.6016666666666667,12.0
e77c72ed,0.03611111111111111,0.03611111111111111,1.0
860a406a,0.12055555555555555,0.2411111111111111,2.0
0c9a1b5d,0.0790079365079365,0.1633333333333333,7.0
368ab6c6,0.06069444444444444,0.07333333333333332,2.0
4a033e24,0.06976851851851852,0.19999999999999996,12.0
143c958f,0.009861111111111112,0.023611111111111114,4.0
18b908a5,0.07694444444444444,0.11666666666666667,3.0
5125c494,0.056666666666666664,0.08805555555555555,2.0
604d8035,0.2634444444444445,0.8461111111111109,5.0
80866567,,,
9bb623c2,0.2204960317460317,0.6519444444444444,14.0
b17515e1,0.2410897435897436,0.7005555555555555,13.0
f945213f,,,
ec4b2ac1,0.09240740740740738,0.2763888888888888,3.0
a53a1a30,0.09429012345679015,0.8608333333333335,18.0
103e0f7d,0.14623456790123457,1.1063888888888889,36.0
cd3a841d,0.9606944444444444,0.9683333333333335,2.0
fb6b16a8,0.08555555555555555,0.2652777777777778,8.0
89f62393,0.18423611111111107,0.6430555555555554,12.0
576d1af6,0.07756944444444444,0.16055555555555553,4.0
eab48142,0.02379629629629629,0.06666666666666665,6.0
